Frequency,ADS,,Theory,,HFSS
9080000000,-0.5905661,,-0.33904858,,-1.14256915
9100000000,-0.573126374,,-0.330211208,,-1.111301653
9120000000,-0.557080053,,-0.32218636,,-1.081213225
9140000000,-0.542367105,,-0.314929698,,-1.052268385
9160000000,-0.52892906,,-0.308398907,,-1.024432951
9180000000,-0.516708941,,-0.302553603,,-0.997673935
9200000000,-0.505651207,,-0.297355241,,-0.971959451
9220000000,-0.495701709,,-0.292767032,,-0.947258636
9240000000,-0.486807655,,-0.288753879,,-0.923541578
9260000000,-0.478917578,,-0.285282304,,-0.900779252
9280000000,-0.471981322,,-0.282320394,,-0.878943467
9300000000,-0.465950022,,-0.279837744,,-0.858006814
9320000000,-0.460776096,,-0.277805408,,-0.837942627
9340000000,-0.456413241,,-0.276195857,,-0.818724945
9360000000,-0.452816423,,-0.274982931,,-0.800328482
9380000000,-0.449941886,,-0.274141804,,-0.782728594
9400000000,-0.447747146,,-0.273648949,,-0.765901266
9420000000,-0.446190999,,-0.2734821,,-0.74982308
9440000000,-0.445233523,,-0.273620224,,-0.734471207
9460000000,-0.444836083,,-0.274043487,,-0.719823389
9480000000,-0.444961336,,-0.274733229,,-0.705857927
9500000000,-0.445573238,,-0.275671935,,-0.692553672
9520000000,-0.446637045,,-0.276843207,,-0.679890018
9540000000,-0.448119324,,-0.278231741,,-0.667846891
9560000000,-0.449987952,,-0.279823302,,-0.656404748
9580000000,-0.45221212,,-0.281604698,,-0.645544571
9600000000,-0.454762338,,-0.283563758,,-0.635247861
9620000000,-0.457610435,,-0.285689309,,-0.62549664
9640000000,-0.460729563,,-0.287971152,,-0.616273443
9660000000,-0.464094192,,-0.290400041,,-0.607561319
9680000000,-0.467680112,,-0.292967659,,-0.59934383
9700000000,-0.471464433,,-0.295666595,,-0.591605045
9720000000,-0.475425577,,-0.298490324,,-0.584329542
9740000000,-0.479543278,,-0.301433184,,-0.577502404
9760000000,-0.483798576,,-0.30449035,,-0.571109218
9780000000,-0.488173807,,-0.307657817,,-0.565136071
9800000000,-0.492652604,,-0.310932372,,-0.559569551
9820000000,-0.497219879,,-0.314311573,,-0.554396739
9840000000,-0.501861821,,-0.317793725,,-0.549605208
9860000000,-0.506565881,,-0.321377856,,-0.545183021
9880000000,-0.511320764,,-0.325063695,,-0.541118723
9900000000,-0.516116415,,-0.328851643,,-0.537401341
9920000000,-0.520944004,,-0.332742753,,-0.534020373
9940000000,-0.525795912,,-0.3367387,,-0.530965786
9960000000,-0.530665719,,-0.340841759,,-0.52822801
9980000000,-0.535548181,,-0.345054776,,-0.52579793
10000000000,-0.540439217,,-0.349381141,,-0.523666877
10020000000,-0.545335886,,-0.353824764,,-0.515723498
10040000000,-0.550236372,,-0.358390043,,-0.514138465
10060000000,-0.555139956,,-0.363081837,,-0.512844578
10080000000,-0.560046998,,-0.367905437,,-0.511835135
10100000000,-0.564958911,,-0.37286654,,-0.511104008
10120000000,-0.569878135,,-0.377971211,,-0.510645616
10140000000,-0.574808114,,-0.383225861,,-0.510454904
10160000000,-0.579753262,,-0.388637211,,-0.51052732
10180000000,-0.584718939,,-0.394212262,,-0.510858787
10200000000,-0.589711415,,-0.399958264,,-0.511445682
10220000000,-0.59473784,,-0.405882681,,-0.512284811
10240000000,-0.599806212,,-0.411993162,,-0.51337338
10260000000,-0.604925335,,-0.418297506,,-0.514708973
10280000000,-0.610104788,,-0.424803629,,-0.516289524
