fre,l6=16mm,l6=17mm,l6=18mm,,l6=16mm,l6=17mm,l6=18mm,,,l6=16mm,l6=17mm,l6=18mm
Frequency,GD,GD,GD,,GD(ns),GD(ns),GD(ns),,Frequency,Angle,Angle,Angle
9.875,1.88E-10,1.90E-10,1.96E-10,,0.187848339,0.190072792,0.195667465,,9.85,156.8178453,151.7475073,149.2515095
9.9,1.87E-10,1.90E-10,1.95E-10,,0.187238809,0.189686919,0.195358445,,9.875,155.1243819,150.0350745,147.4890895
9.925,1.87E-10,1.89E-10,1.95E-10,,0.186666093,0.189319252,0.195059361,,9.9,153.4365752,148.326197,145.7294951
9.95,1.86E-10,1.89E-10,1.95E-10,,0.186127974,0.188969544,0.194770293,,9.925,151.7540833,146.6207099,143.9726375
9.975,1.86E-10,1.89E-10,1.94E-10,,0.18562244,0.18863754,0.194491296,,9.95,150.0765855,144.9184505,142.2184266
10,1.85E-10,1.88E-10,1.94E-10,,0.18537758,0.188475933,0.194354319,,9.975,148.4037798,143.2192582,140.4667722
10.025,1.85E-10,1.89E-10,1.95E-10,,0.185,0.189,0.195,,10,146.7353816,141.5229748,138.7175833
10.05,1.84E-10,1.88E-10,1.95E-10,,0.184,0.188,0.195,,10,146.5026814,142.1893621,139.4095211
10.075,1.84E-10,1.88E-10,1.94E-10,,0.184,0.188,0.194,,10.025,144.8383714,140.4904656,137.6530934
10.1,1.84E-10,1.88E-10,1.94E-10,,0.184,0.188,0.194,,10.05,143.1775305,138.7946785,135.8993191
10.125,1.83E-10,1.87E-10,1.94E-10,,0.183,0.187,0.194,,10.075,141.5199888,137.1018778,134.148088
10.15,1.83E-10,1.87E-10,1.94E-10,,0.183,0.187,0.194,,10.1,139.8655809,135.4119423,132.3992915
10.175,1.83E-10,1.87E-10,1.93E-10,,0.183,0.187,0.193,,10.125,138.2141457,133.7247535,130.6528235
10.2,1.82E-10,1.86E-10,1.93E-10,,0.182,0.186,0.193,,10.15,136.5655271,132.0401959,128.9085809
10.225,1.82E-10,1.86E-10,1.93E-10,,0.182,0.186,0.193,,10.175,134.9195738,130.3581571,127.1664637
10.25,1.82E-10,1.86E-10,1.93E-10,,0.182,0.186,0.193,,10.2,133.27614,128.6785285,125.4263758
10.275,1.82E-10,1.86E-10,1.93E-10,,0.182,0.186,0.193,,10.225,131.6350853,127.0012056,123.6882248
10.3,1.82E-10,1.86E-10,1.92E-10,,0.182,0.186,0.192,,10.25,129.9962748,125.326088,121.9519229
10.325,1.81E-10,1.85E-10,1.92E-10,,0.181,0.185,0.192,,10.275,128.3595795,123.65308,120.2173864
10.35,1.81E-10,1.85E-10,1.92E-10,,0.181,0.185,0.192,,10.3,126.7248763,121.9820905,118.4845368
10.375,1.81E-10,1.85E-10,1.92E-10,,0.181,0.185,0.192,,10.325,125.0920481,120.3130336,116.7533002
10.4,1.81E-10,1.85E-10,1.92E-10,,0.181,0.185,0.192,,10.35,123.4609838,118.6458282,115.0236077
10.425,1.81E-10,1.85E-10,1.92E-10,,0.181,0.185,0.192,,10.375,121.8315787,116.9803988,113.2953957
10.45,1.80E-10,1.84E-10,1.91E-10,,0.18,0.184,0.191,,10.4,120.203734,115.316675,111.5686058
10.475,1.80E-10,1.84E-10,1.91E-10,,0.18,0.184,0.191,,10.425,118.5773573,113.654592,109.8431847
10.5,1.80E-10,1.84E-10,1.91E-10,,0.18,0.184,0.191,,10.45,116.9523624,111.9940902,108.1190843
10.525,1.80E-10,1.84E-10,1.91E-10,,0.18,0.184,0.191,,10.475,115.3286693,110.3351159,106.3962617
10.55,1.80E-10,1.84E-10,1.91E-10,,0.18,0.184,0.191,,10.5,113.7062042,108.6776204,104.6746792
10.575,1.80E-10,1.84E-10,1.91E-10,,0.18,0.184,0.191,,10.525,112.0848994,107.0215609,102.954304
10.6,1.80E-10,1.83E-10,1.91E-10,,0.18,0.183,0.191,,10.55,110.4646932,105.3668996,101.2351079
10.625,1.80E-10,1.83E-10,1.91E-10,,0.18,0.183,0.191,,10.575,108.8455301,103.7136044,99.51706761
10.65,1.80E-10,1.83E-10,1.90E-10,,0.18,0.183,0.19,,10.6,107.2273602,102.0616478,97.80016427
10.675,1.79E-10,1.83E-10,1.90E-10,,0.179,0.183,0.19,,10.625,105.6101396,100.411008,96.08438315
10.7,1.79E-10,1.83E-10,1.90E-10,,0.179,0.183,0.19,,10.65,103.9938299,98.76166768,94.36971348
10.725,1.79E-10,1.83E-10,1.90E-10,,0.179,0.183,0.19,,10.675,102.3783981,97.11361428,92.65614818
10.75,1.79E-10,1.83E-10,1.90E-10,,0.179,0.183,0.19,,10.7,100.7638169,95.46683985,90.94368348
10.775,1.79E-10,1.82E-10,1.90E-10,,0.179,0.182,0.19,,10.725,99.15006361,93.82134069,89.23231864
10.8,1.79E-10,1.82E-10,1.90E-10,,0.179,0.182,0.19,,10.75,97.53712098,92.17711716,87.52205557
10.825,1.79E-10,1.82E-10,1.90E-10,,0.179,0.182,0.19,,10.775,95.92497628,90.53417342,85.81289842
10.85,1.79E-10,1.82E-10,1.89E-10,,0.179,0.182,0.189,,10.8,94.31362137,88.89251715,84.10485322
10.875,1.79E-10,1.82E-10,1.89E-10,,0.179,0.182,0.189,,10.825,92.70305248,87.2521593,82.39792742
10.9,1.79E-10,1.82E-10,1.89E-10,,0.179,0.182,0.189,,10.85,91.09326987,85.61311375,80.69212949
10.925,1.79E-10,1.82E-10,1.89E-10,,0.179,0.182,0.189,,10.875,89.4842777,83.97539701,78.98746841
10.95,1.78E-10,1.81E-10,1.89E-10,,0.178,0.181,0.189,,10.9,87.87608368,82.33902788,77.28395326
10.975,1.78E-10,1.81E-10,1.89E-10,,0.178,0.181,0.189,,10.925,86.26869888,80.70402716,75.58159271
11,1.78E-10,1.81E-10,1.89E-10,,0.178,0.181,0.189,,10.95,84.66213739,79.07041727,73.8803945
11.025,1.78E-10,1.81E-10,1.89E-10,,0.178,0.181,0.189,,10.975,83.0564161,77.43822189,72.18036499
11.05,1.78E-10,1.81E-10,1.88E-10,,0.178,0.181,0.188,,11,81.45155439,75.80746562,70.48150861
11.075,1.78E-10,1.81E-10,1.88E-10,,0.178,0.181,0.188,,11.025,79.84757383,74.17817364,68.78382732
11.1,1.78E-10,1.80E-10,1.88E-10,,0.178,0.18,0.188,,11.05,78.24449791,72.55037131,67.08732015
11.125,1.78E-10,1.80E-10,1.88E-10,,0.178,0.18,0.188,,11.075,76.64235173,70.9240838,65.39198258
11.15,1.78E-10,1.80E-10,1.88E-10,,0.178,0.18,0.188,,11.1,75.0411617,69.29933576,63.69780606
11.175,1.78E-10,1.80E-10,1.88E-10,,0.178,0.18,0.188,,11.125,73.44095523,67.67615092,62.00477745
11.2,1.77E-10,1.80E-10,1.88E-10,,0.177,0.18,0.188,,11.15,71.84176045,66.05455173,60.31287845
11.225,1.77E-10,1.80E-10,1.88E-10,,0.177,0.18,0.188,,11.175,70.2436059,64.43455902,58.6220851
11.25,1.77E-10,1.79E-10,1.87E-10,,0.177,0.179,0.187,,11.2,68.64652021,62.81619162,56.93236715
11.275,1.77E-10,1.79E-10,1.87E-10,,0.177,0.179,0.187,,11.225,67.05053185,61.19946601,55.24368756
11.3,1.77E-10,1.79E-10,1.87E-10,,0.177,0.179,0.187,,11.25,65.45566879,59.58439598,53.55600191
11.325,1.77E-10,1.79E-10,1.87E-10,,0.177,0.179,0.187,,11.275,63.86195823,57.97099232,51.86925786
11.35,1.77E-10,1.79E-10,1.87E-10,,0.177,0.179,0.187,,11.3,62.26942631,56.35926243,50.18339452
11.375,1.76E-10,1.78E-10,1.87E-10,,0.176,0.178,0.187,,11.325,60.67809787,54.74921005,48.49834193
11.4,1.76E-10,1.78E-10,1.87E-10,,0.176,0.178,0.187,,11.35,59.08799612,53.14083494,46.81402043
11.425,1.76E-10,1.78E-10,1.87E-10,,0.176,0.178,0.187,,11.375,57.49914241,51.53413257,45.13034008
11.45,1.76E-10,1.78E-10,1.87E-10,,0.176,0.178,0.187,,11.4,55.91155597,49.92909385,43.44720005
11.475,1.76E-10,1.78E-10,1.87E-10,,0.176,0.178,0.187,,11.425,54.32525369,48.32570482,41.76448799
11.5,1.76E-10,1.78E-10,1.87E-10,,0.176,0.178,0.187,,11.45,52.74024983,46.72394643,40.08207936
11.525,1.76E-10,1.77E-10,1.87E-10,,0.176,0.177,0.187,,11.475,51.15655586,45.12379426,38.3998368
11.55,1.75E-10,1.77E-10,1.87E-10,,0.175,0.177,0.187,,11.5,49.57418019,43.5252183,36.71760942
11.575,1.75E-10,1.77E-10,1.87E-10,,0.175,0.177,0.187,,11.525,47.99312802,41.92818268,35.03523207
11.6,1.75E-10,1.77E-10,1.87E-10,,0.175,0.177,0.187,,11.55,46.4134011,40.33264553,33.35252457
11.625,1.75E-10,1.77E-10,1.87E-10,,0.175,0.177,0.187,,11.575,44.83499759,38.73855868,31.66929095
11.65,1.75E-10,1.77E-10,1.87E-10,,0.175,0.177,0.187,,11.6,43.2579119,37.14586757,29.98531852
11.675,1.75E-10,1.76E-10,1.88E-10,,0.175,0.176,0.188,,11.625,41.68213451,35.55451101,28.30037703
11.7,1.75E-10,1.76E-10,1.88E-10,,0.175,0.176,0.188,,11.65,40.10765184,33.96442101,26.61421766
11.725,1.74E-10,1.76E-10,1.88E-10,,0.174,0.176,0.188,,11.675,38.53444616,32.37552265,24.92657195
11.75,1.74E-10,1.76E-10,1.88E-10,,0.174,0.176,0.188,,11.7,36.96249542,30.78773392,23.23715068
11.775,1.74E-10,1.76E-10,1.89E-10,,0.174,0.176,0.189,,11.725,35.39177324,29.20096558,21.54564262
11.8,1.74E-10,1.76E-10,1.89E-10,,0.174,0.176,0.189,,11.75,33.82224874,27.61512104,19.85171315
11.825,1.74E-10,1.76E-10,1.89E-10,,0.174,0.176,0.189,,11.775,32.25388651,26.0300962,18.15500279
11.85,1.74E-10,1.76E-10,1.90E-10,,0.174,0.176,0.19,,11.8,30.68664659,24.44577939,16.45512556
11.875,1.74E-10,1.76E-10,1.90E-10,,0.174,0.176,0.19,,11.825,29.12048438,22.86205122,14.75166711
11.9,1.74E-10,1.76E-10,1.91E-10,,0.174,0.176,0.191,,11.85,27.55535064,21.27878446,13.04418278
11.925,1.74E-10,1.76E-10,1.92E-10,,0.174,0.176,0.192,,11.875,25.99119147,19.69584397,11.33219531
11.95,1.73E-10,1.76E-10,1.92E-10,,0.173,0.176,0.192,,11.9,24.42794832,18.11308659,9.615192381
11.975,1.73E-10,1.76E-10,1.93E-10,,0.173,0.176,0.193,,11.925,22.86555803,16.53036098,7.892623784
12,1.73E-10,1.76E-10,1.94E-10,,0.173,0.176,0.194,,11.95,21.3039528,14.94750759,6.163898343
12.025,1.73E-10,1.76E-10,1.95E-10,,0.173,0.176,0.195,,11.975,19.74306029,13.36435849,4.428380388
12.05,1.73E-10,1.76E-10,1.96E-10,,0.173,0.176,0.196,,12,18.18280368,11.78073725,2.68538582
12.075,1.73E-10,1.76E-10,1.97E-10,,0.173,0.176,0.197,,12.025,16.62310169,10.19645884,0.934177668
12.1,1.73E-10,1.76E-10,1.99E-10,,0.173,0.176,0.199,,12.05,15.06386871,8.611329473,-0.826038928
12.125,1.73E-10,1.77E-10,2.00E-10,,0.173,0.177,0.2,,12.075,13.50501491,7.025146417,-2.596122398
12.15,1.73E-10,1.77E-10,2.01E-10,,0.173,0.177,0.201,,12.1,11.9464463,5.437697857,-4.377001184
12.175,1.73E-10,1.77E-10,2.03E-10,,0.173,0.177,0.203,,12.125,10.3880649,3.848762673,-6.169681056
12.2,1.73E-10,1.77E-10,2.05E-10,,0.173,0.177,0.205,,12.15,8.829768856,2.258110211,-7.975253445
12.225,1.73E-10,1.78E-10,2.07E-10,,0.173,0.178,0.207,,12.175,7.271452605,0.665500029,-9.794904942
12.25,1.73E-10,1.78E-10,2.09E-10,,0.173,0.178,0.209,,12.2,5.713007027,-0.929318404,-11.62992816
12.275,1.73E-10,1.78E-10,2.11E-10,,0.173,0.178,0.211,,12.225,4.154319628,-2.526606052,-13.48173413
12.3,1.73E-10,1.79E-10,2.14E-10,,0.173,0.179,0.214,,12.25,2.595274728,-4.126634701,-15.35186658
12.325,1.73E-10,1.79E-10,2.17E-10,,0.173,0.179,0.217,,12.275,1.035753663,-5.729687417,-17.24201826
12.35,1.74E-10,1.80E-10,2.20E-10,,0.174,0.18,0.22,,12.3,-0.524365002,-7.336059061,-19.15404973
12.375,1.74E-10,1.80E-10,2.23E-10,,0.174,0.18,0.223,,12.325,-2.085205241,-8.946056893,-21.090011
12.4,1.74E-10,1.81E-10,2.27E-10,,0.174,0.181,0.227,,12.35,-3.646893333,-10.56000127,-23.05216645
12.425,1.74E-10,1.81E-10,2.31E-10,,0.174,0.181,0.231,,12.375,-5.209557608,-12.17822642,-25.04302355
12.45,1.74E-10,1.82E-10,2.35E-10,,0.174,0.182,0.235,,12.4,-6.773328182,-13.80108142,-27.06536593
12.475,1.74E-10,1.82E-10,2.40E-10,,0.174,0.182,0.24,,12.425,-8.338336681,-15.42893121,-29.12229151
12.5,1.74E-10,1.83E-10,2.45E-10,,0.174,0.183,0.245,,12.45,-9.904715955,-17.06215783,-31.21725629
12.525,1.75E-10,1.84E-10,2.51E-10,,0.175,0.184,0.251,,12.475,-11.47259978,-18.70116191,-33.35412448
12.55,1.75E-10,1.85E-10,2.58E-10,,0.175,0.185,0.258,,12.5,-13.04212253,-20.34636423,-35.53722577
12.575,1.75E-10,1.86E-10,2.65E-10,,0.175,0.186,0.265,,12.525,-14.61341889,-21.99820772,-37.77141986
12.6,1.75E-10,1.87E-10,2.74E-10,,0.175,0.187,0.274,,12.55,-16.18662349,-23.65715962,-40.06216872
12.625,1.76E-10,1.88E-10,2.83E-10,,0.176,0.188,0.283,,12.575,-17.76187059,-25.32371412,-42.41561554
12.65,1.76E-10,1.89E-10,2.93E-10,,0.176,0.189,0.293,,12.6,-19.33929369,-26.99839531,-44.83866859
12.675,1.76E-10,1.90E-10,3.04E-10,,0.176,0.19,0.304,,12.625,-20.91902522,-28.68176072,-47.33908552
12.7,1.77E-10,1.91E-10,3.16E-10,,0.177,0.191,0.316,,12.65,-22.50119614,-30.37440539,-49.92554982
12.725,1.77E-10,1.92E-10,3.30E-10,,0.177,0.192,0.33,,12.675,-24.08593558,-32.07696664,-52.60772444
12.75,1.77E-10,1.94E-10,3.45E-10,,0.177,0.194,0.345,,12.7,-25.67337044,-33.79012968,-55.39625641
12.775,1.78E-10,1.95E-10,3.62E-10,,0.178,0.195,0.362,,12.725,-27.26362506,-35.51463416,-58.30268758
12.8,1.78E-10,1.97E-10,3.79E-10,,0.178,0.197,0.379,,12.75,-28.85682076,-37.25128191,-61.33919602
12.825,1.78E-10,1.99E-10,3.97E-10,,0.178,0.199,0.397,,12.775,-30.45307554,-39.00094603,-64.51804081
12.85,1.79E-10,2.00E-10,4.15E-10,,0.179,0.2,0.415,,12.8,-32.05250364,-40.76458171,-67.85049771
12.875,1.79E-10,2.02E-10,4.30E-10,,0.179,0.202,0.43,,12.825,-33.65521518,-42.543239,-71.34492915
12.9,1.79E-10,2.05E-10,4.40E-10,,0.179,0.205,0.44,,12.85,-35.26131582,-44.33807803,-75.00338868
12.925,1.80E-10,2.07E-10,4.37E-10,,0.18,0.207,0.437,,12.875,-36.87090636,-46.1503872,-78.81573792
12.95,1.80E-10,2.10E-10,4.12E-10,,0.18,0.21,0.412,,12.9,-38.48408245,-47.98160497,-82.74949754
12.975,1.81E-10,2.12E-10,3.42E-10,,0.181,0.212,0.342,,12.925,-40.10093422,-49.83334607,-86.73221299
13,1.81E-10,2.16E-10,1.88E-10,,0.181,0.216,0.188,,12.95,-41.72154602,-51.70743314,-90.62013726
13.025,1.82E-10,2.19E-10,-1.32E-10,,0.182,0.219,-0.132,,12.975,-43.34599617,-53.60593517,-94.14026805
13.05,1.82E-10,2.23E-10,-7.63E-10,,0.182,0.223,-0.763,,13,-44.97435665,-55.53121425,-96.77619996
13.075,1.83E-10,2.27E-10,-1.73E-09,,0.183,0.227,-1.73,,13.025,-46.60669301,-57.4859828,-97.52775828
13.1,1.83E-10,2.32E-10,-2.33E-09,,0.183,0.232,-2.33,,13.05,-48.24306415,-59.47337406,-94.40612354
13.125,1.83E-10,2.37E-10,-1.85E-09,,0.183,0.237,-1.85,,13.075,-49.8835223,-61.49702898,-83.80186671
13.15,1.84E-10,2.43E-10,-8.99E-10,,0.184,0.243,-0.899,,13.1,-51.52811295,-63.5612042,-63.27494543
13.175,1.84E-10,2.50E-10,-2.51E-10,,0.184,0.25,-0.251,,13.125,-53.17687491,-65.6709067,-41.91990189
13.2,1.85E-10,2.58E-10,7.99E-11,,0.185,0.258,0.0799,,13.15,-54.82984049,-67.83206225,-29.98734228
13.225,1.85E-10,2.68E-10,2.40E-10,,0.185,0.268,0.24,,13.175,-56.48703569,-70.05172709,-25.73202096
13.25,1.86E-10,2.78E-10,3.17E-10,,0.186,0.278,0.317,,13.2,-58.14848057,-72.33835421,-25.47703111
13.275,1.86E-10,2.91E-10,3.50E-10,,0.186,0.291,0.35,,13.225,-59.81418973,-74.70212838,-27.16946399
13.3,1.87E-10,3.06E-10,3.62E-10,,0.187,0.306,0.362,,13.25,-61.48417287,-77.15538575,-29.80180784
13.325,1.87E-10,3.24E-10,3.62E-10,,0.187,0.324,0.362,,13.275,-63.15843562,-79.71313388,-32.86900865
13.35,1.88E-10,3.44E-10,3.56E-10,,0.188,0.344,0.356,,13.3,-64.83698043,-82.39368169,-36.10934447
13.375,1.88E-10,3.69E-10,3.47E-10,,0.188,0.369,0.347,,13.325,-66.51980778,-85.2193674,-39.38483838
13.4,1.89E-10,3.99E-10,3.36E-10,,0.189,0.399,0.336,,13.35,-68.20691748,-88.21731591,-42.62324729
13.425,1.89E-10,4.32E-10,3.26E-10,,0.189,0.432,0.326,,13.375,-69.89831037,-91.42001889,-45.7883039
13.45,1.90E-10,4.68E-10,3.16E-10,,0.19,0.468,0.316,,13.4,-71.5939902,-94.86520757,-48.86373952
13.475,1.90E-10,5.03E-10,3.06E-10,,0.19,0.503,0.306,,13.425,-73.29396596,-98.59374811,-51.84441558
13.5,1.91E-10,5.22E-10,2.97E-10,,0.191,0.522,0.297,,13.45,-74.99825445,-102.6426128,-54.73128897
13.525,1.91E-10,4.93E-10,2.89E-10,,0.191,0.493,0.289,,13.475,-76.70688342,-107.0262399,-57.52851632
13.55,1.92E-10,3.49E-10,2.81E-10,,0.192,0.349,0.281,,13.5,-78.41989517,-111.6914502,-60.24178107
13.575,1.92E-10,-4.57E-11,2.74E-10,,0.192,-0.0457,0.274,,13.525,-80.13735075,-116.4141474,-62.87733209
13.6,1.93E-10,-8.26E-10,2.68E-10,,0.193,-0.826,0.268,,13.55,-81.85933483,-120.5737862,-65.44144094
13.625,1.93E-10,-1.65E-09,2.62E-10,,0.193,-1.65,0.262,,13.575,-83.58596144,-122.6964035,-67.94010691
13.65,1.94E-10,-1.66E-09,2.57E-10,,0.194,-1.66,0.257,,13.6,-85.31738058,-119.7518161,-70.37890872
13.675,1.94E-10,-9.13E-10,2.52E-10,,0.194,-0.913,0.252,,13.625,-87.0537861,-107.8345483,-72.76294244
13.7,1.95E-10,-2.42E-10,2.47E-10,,0.195,-0.242,0.247,,13.65,-88.7954248,-90.09296429,-75.09680909
13.725,1.96E-10,1.02E-10,2.43E-10,,0.196,0.102,0.243,,13.675,-90.54260728,-77.98159463,-77.38463023
13.75,1.97E-10,2.49E-10,2.39E-10,,0.197,0.249,0.239,,13.7,-92.29572064,-73.6546988,-79.63007799
13.775,1.98E-10,3.05E-10,2.36E-10,,0.198,0.305,0.236,,13.725,-94.0552437,-73.62711922,-81.83641193
13.8,1.99E-10,3.20E-10,2.32E-10,,0.199,0.32,0.232,,13.75,-95.82176491,-75.48947458,-84.00651795
13.825,2.00E-10,3.19E-10,2.29E-10,,0.2,0.319,0.229,,13.775,-97.59600389,-78.10591719,-86.1429466
13.85,2.01E-10,3.10E-10,2.26E-10,,0.201,0.31,0.226,,13.8,-99.37883712,-80.97378848,-88.24794936
13.875,2.03E-10,2.99E-10,2.23E-10,,0.203,0.299,0.223,,13.825,-101.1713286,-83.87400181,-90.32351226
13.9,2.04E-10,2.88E-10,2.21E-10,,0.204,0.288,0.221,,13.85,-102.9747667,-86.71428011,-92.37138646
13.925,2.06E-10,2.77E-10,2.18E-10,,0.206,0.277,0.218,,13.875,-104.7907077,-89.45970132,-94.39311584
13.95,2.09E-10,2.67E-10,2.16E-10,,0.209,0.267,0.216,,13.9,-106.6210271,-92.10129659,-96.39006175
13.975,2.11E-10,2.58E-10,2.13E-10,,0.211,0.258,0.213,,13.925,-108.4679791,-94.6415417,-98.3634251
14,2.14E-10,2.50E-10,2.11E-10,,0.214,0.25,0.211,,13.95,-110.3342613,-97.08756038,-100.3142659
14.025,2.18E-10,2.43E-10,2.09E-10,,0.218,0.243,0.209,,13.975,-112.2230811,-99.44793981,-102.243521
14.05,2.22E-10,2.36E-10,2.07E-10,,0.222,0.236,0.207,,14,-114.1382076,-101.7312718,-104.1520191
14.075,2.27E-10,2.30E-10,2.05E-10,,0.227,0.23,0.205,,14.025,-116.0839789,-103.9455276,-106.0404949
14.1,2.32E-10,2.25E-10,2.03E-10,,0.232,0.225,0.203,,14.05,-118.0651903,-106.0978345,-107.9096012
14.125,2.36E-10,2.20E-10,2.01E-10,,0.236,0.22,0.201,,14.075,-120.086705,-108.1944429,-109.7599193
14.15,2.39E-10,2.16E-10,1.99E-10,,0.239,0.216,0.199,,14.1,-122.1524275,-110.2407783,-111.5919694
14.175,2.34E-10,2.12E-10,1.97E-10,,0.234,0.212,0.197,,14.125,-124.2628192,-112.241527,-113.4062181
14.2,2.12E-10,2.08E-10,1.95E-10,,0.212,0.208,0.195,,14.15,-126.4090182,-114.2007295,-115.2030865
14.225,1.44E-10,2.04E-10,1.93E-10,,0.144,0.204,0.193,,14.175,-128.5588249,-116.1218702,-116.982957
14.25,-3.43E-11,2.01E-10,1.91E-10,,-0.0343,0.201,0.191,,14.2,-130.6225617,-118.0079588,-118.7461786
14.275,-4.27E-10,1.98E-10,1.90E-10,,-0.427,0.198,0.19,,14.225,-132.3679266,-119.8616015,-120.4930724
14.3,-9.55E-10,1.95E-10,1.88E-10,,-0.955,0.195,0.188,,14.25,-133.2087101,-121.6850626,-122.2239363
14.325,-1.03E-09,1.92E-10,1.86E-10,,-1.03,0.192,0.186,,14.275,-131.7506809,-123.4803165,-123.939049
14.35,-4.24E-10,1.90E-10,1.85E-10,,-0.424,0.19,0.185,,14.3,-125.5270928,-125.2490922,-125.6386734
14.375,2.10E-10,1.87E-10,1.83E-10,,0.21,0.187,0.183,,14.325,-114.5683272,-126.9929107,-127.3230596
14.4,4.69E-10,1.85E-10,1.81E-10,,0.469,0.185,0.181,,14.35,-106.9776968,-128.7131162,-128.9924483
14.425,4.96E-10,1.83E-10,1.80E-10,,0.496,0.183,0.18,,14.375,-106.9349509,-130.4109034,-130.6470722
14.45,4.51E-10,1.81E-10,1.78E-10,,0.451,0.181,0.178,,14.4,-110.7594538,-132.0873392,-132.2871588
14.475,3.96E-10,1.79E-10,1.77E-10,,0.396,0.179,0.177,,14.425,-115.3769063,-133.7433822,-133.912932
14.5,3.48E-10,1.77E-10,1.75E-10,,0.348,0.177,0.175,,14.45,-119.6906539,-135.3798985,-135.5246134
14.525,3.11E-10,1.75E-10,1.74E-10,,0.311,0.175,0.174,,14.475,-123.4865346,-136.9976754,-137.1224239
14.55,2.82E-10,1.73E-10,1.72E-10,,0.282,0.173,0.172,,14.5,-126.8101645,-138.5974329,-138.7065848
14.575,2.60E-10,1.71E-10,1.71E-10,,0.26,0.171,0.171,,14.525,-129.755493,-140.1798336,-140.2773184
14.6,2.42E-10,1.70E-10,1.70E-10,,0.242,0.17,0.17,,14.55,-132.4079918,-141.7454907,-141.8348491
14.625,2.28E-10,1.68E-10,1.68E-10,,0.228,0.168,0.168,,14.575,-134.8344632,-143.2949756,-143.3794042
14.65,2.17E-10,1.66E-10,1.67E-10,,0.217,0.166,0.167,,14.6,-137.08486,-144.8288236,-144.9112138
14.675,2.08E-10,1.65E-10,1.65E-10,,0.208,0.165,0.165,,14.625,-139.1961894,-146.3475393,-146.4305119
14.7,2.00E-10,1.63E-10,1.64E-10,,0.2,0.163,0.164,,14.65,-141.1959912,-147.8516009,-147.9375364
14.725,1.94E-10,1.62E-10,1.63E-10,,0.194,0.162,0.163,,14.675,-143.1049716,-149.3414641,-149.4325292
14.75,1.88E-10,1.60E-10,1.62E-10,,0.188,0.16,0.162,,14.7,-144.9388954,-150.8175654,-150.9157368
14.775,1.84E-10,1.59E-10,1.60E-10,,0.184,0.159,0.16,,14.725,-146.7099269,-152.2803246,-152.38741
14.8,1.79E-10,1.58E-10,1.59E-10,,0.179,0.158,0.159,,14.75,-148.4275771,-153.7301477,-153.8478045
14.825,1.76E-10,1.56E-10,1.58E-10,,0.176,0.156,0.158,,14.775,-150.0993794,-155.1674285,-155.2971801
14.85,1.72E-10,1.55E-10,1.57E-10,,0.172,0.155,0.157,,14.8,-151.7313751,-156.5925506,-156.7358018
14.875,1.70E-10,1.54E-10,1.56E-10,,0.17,0.154,0.156,,14.825,-153.3284666,-158.0058891,-158.1639388
14.9,1.67E-10,1.53E-10,1.55E-10,,0.167,0.153,0.155,,14.85,-154.894678,-159.4078114,-159.5818651
14.925,1.65E-10,1.52E-10,1.54E-10,,0.165,0.152,0.154,,14.875,-156.4333478,-160.7986791,-160.9898589
14.95,1.62E-10,1.51E-10,1.53E-10,,0.162,0.151,0.153,,14.9,-157.9472752,-162.1788483,-162.3882033
14.975,1.60E-10,1.50E-10,1.52E-10,,0.16,0.15,0.152,,14.925,-159.4388307,-163.548671,-163.7771855
15,1.60E-10,1.49E-10,1.51E-10,,0.16,0.149,0.151,,14.95,-160.9100413,-164.9084954,-165.157097
15.025,1.58E-10,1.50E-10,1.51E-10,,0.158,0.15,0.151,,14.975,-162.3626563,-166.258667,-166.5282339
15.05,1.57E-10,1.49E-10,1.50E-10,,0.157,0.149,0.15,,15,-163.7981997,-167.599529,-167.890896
15.075,1.55E-10,1.48E-10,1.49E-10,,0.155,0.148,0.149,,15,-162.8528741,-167.4316804,-167.7690103
15.1,1.54E-10,1.46E-10,1.48E-10,,0.154,0.146,0.148,,15.025,-164.2849302,-168.7873293,-169.1354143
15.125,1.53E-10,1.45E-10,1.47E-10,,0.153,0.145,0.147,,15.05,-165.7030588,-170.1313546,-170.4902255
15.15,1.51E-10,1.44E-10,1.46E-10,,0.151,0.144,0.146,,15.075,-167.107783,-171.4642815,-171.8341993
15.175,1.50E-10,1.43E-10,1.45E-10,,0.15,0.143,0.145,,15.1,-168.4996236,-172.7866277,-173.16806
15.2,1.49E-10,1.42E-10,1.44E-10,,0.149,0.142,0.144,,15.125,-169.8790988,-174.0989031,-174.4925024
15.225,1.48E-10,1.41E-10,1.43E-10,,0.148,0.141,0.143,,15.15,-171.2467231,-175.4016098,-175.8081926
15.25,1.47E-10,1.41E-10,1.43E-10,,0.147,0.141,0.143,,15.175,-172.603007,-176.695242,-177.1157698
15.275,1.46E-10,1.40E-10,1.42E-10,,0.146,0.14,0.142,,15.2,-173.948456,-177.9802861,-178.4158472
15.3,1.45E-10,1.39E-10,1.41E-10,,0.145,0.139,0.141,,15.225,-175.2835713,-179.2572209,-179.7090136
15.325,1.44E-10,1.38E-10,1.41E-10,,0.144,0.138,0.141,,15.25,-176.6088487,179.4734823,179.0041656
15.35,1.43E-10,1.38E-10,1.41E-10,,0.143,0.138,0.141,,15.275,-177.9247788,178.2113596,177.7231469
15.375,1.42E-10,1.37E-10,1.40E-10,,0.142,0.137,0.14,,15.3,-179.2318471,176.9559538,176.4474072
