Frequency,ADS,,,HFSS,,,Theory,
19060000000,1.43E-10,0.143020741,,1.20E-10,0.119662728,,6.75E-09,0.067528204
19080000000,1.42E-10,0.14183272,,1.19E-10,0.118563258,,6.70E-09,0.066993366
19100000000,1.41E-10,0.140694528,,1.18E-10,0.117506779,,6.65E-09,0.066489317
19120000000,1.40E-10,0.139604817,,1.16E-10,0.116492918,,6.60E-09,0.066014298
19140000000,1.39E-10,0.13856212,,1.16E-10,0.115521069,,6.56E-09,0.065566701
19160000000,1.38E-10,0.137564878,,1.15E-10,0.114590463,,6.51E-09,0.065145057
19180000000,1.37E-10,0.136611474,,1.14E-10,0.113700224,,6.47E-09,0.064748026
19200000000,1.36E-10,0.13570024,,1.13E-10,0.112849403,,6.44E-09,0.06437438
19220000000,1.35E-10,0.134829473,,1.12E-10,0.112037015,,6.40E-09,0.064022999
19240000000,1.34E-10,0.133997436,,1.11E-10,0.111262056,,6.37E-09,0.063692855
19260000000,1.33E-10,0.133202361,,1.11E-10,0.110523526,,6.34E-09,0.06338301
19280000000,1.32E-10,0.132442439,,1.10E-10,0.109820437,,6.31E-09,0.063092604
19300000000,1.32E-10,0.131715815,,1.09E-10,0.109151828,,6.28E-09,0.06282085
19320000000,1.31E-10,0.131020579,,1.09E-10,0.108516766,,6.26E-09,0.062567029
19340000000,1.30E-10,0.130354747,,1.08E-10,0.107914355,,6.23E-09,0.06233048
19360000000,1.30E-10,0.129716248,,1.07E-10,0.107343742,,6.21E-09,0.062110602
19380000000,1.29E-10,0.1291029,,1.07E-10,0.106804113,,6.19E-09,0.061906842
19400000000,1.29E-10,0.128512384,,1.06E-10,0.1062947,,6.17E-09,0.061718698
19420000000,1.28E-10,0.127942218,,1.06E-10,0.105814779,,6.15E-09,0.06154571
19440000000,1.27E-10,0.127389718,,1.05E-10,0.105363672,,6.14E-09,0.061387459
19460000000,1.27E-10,0.126851961,,1.05E-10,0.104940745,,6.12E-09,0.061243565
19480000000,1.26E-10,0.126325734,,1.05E-10,0.10454541,,6.11E-09,0.061113681
19500000000,1.26E-10,0.125807477,,1.04E-10,0.104177124,,6.10E-09,0.060997495
19520000000,1.25E-10,0.125293217,,1.04E-10,0.103835389,,6.09E-09,0.060894723
19540000000,1.25E-10,0.124778485,,1.04E-10,0.103519748,,6.08E-09,0.060805112
19560000000,1.24E-10,0.124258221,,1.03E-10,0.103229789,,6.07E-09,0.060728434
19580000000,1.24E-10,0.123726655,,1.03E-10,0.102965141,,6.07E-09,0.060664487
19600000000,1.23E-10,0.123177165,,1.03E-10,0.102725475,,6.06E-09,0.060613092
19620000000,1.23E-10,0.122602107,,1.03E-10,0.102510505,,6.06E-09,0.060574094
19640000000,1.22E-10,0.121992597,,1.02E-10,0.102319984,,6.05E-09,0.060547357
19660000000,1.21E-10,0.121338251,,1.02E-10,0.102153704,,6.05E-09,0.060532766
19680000000,1.21E-10,0.120626855,,1.02E-10,0.1020115,,6.05E-09,0.060530226
19700000000,1.20E-10,0.119843954,,1.02E-10,0.101893245,,6.05E-09,0.060539658
19720000000,1.19E-10,0.118972332,,1.02E-10,0.10179885,,6.06E-09,0.060561004
19740000000,1.18E-10,0.117991341,,1.02E-10,0.101728269,,6.06E-09,0.06059422
19760000000,1.17E-10,0.116876047,,1.02E-10,0.101681494,,6.06E-09,0.060639278
19780000000,1.16E-10,0.115596108,,1.02E-10,0.101658555,,6.07E-09,0.060696168
19800000000,1.14E-10,0.114114298,,1.02E-10,0.101659526,,6.08E-09,0.060764892
19820000000,1.12E-10,0.112384538,,1.02E-10,0.101684517,,6.08E-09,0.06084547
19840000000,1.10E-10,0.110349234,,1.02E-10,0.101733682,,6.09E-09,0.060937933
19860000000,1.08E-10,0.107935613,,1.02E-10,0.101807216,,6.10E-09,0.061042329
19880000000,1.05E-10,0.105050623,,1.02E-10,0.101905356,,6.12E-09,0.061158718
19900000000,1.02E-10,0.101573661,,1.02E-10,0.102028384,,6.13E-09,0.061287173
19920000000,9.73E-11,0.097346021,,1.02E-10,0.102176625,,6.14E-09,0.06142778
19940000000,9.22E-11,0.092155205,,1.02E-10,0.10235045,,6.16E-09,0.06158064
19960000000,8.57E-11,0.085710964,,1.03E-10,0.102550276,,6.17E-09,0.061745864
19980000000,7.76E-11,0.077607579,,1.03E-10,0.102776572,,6.19E-09,0.061923578
20000000000,6.73E-11,0.067262337,,1.03E-10,0.102896398,,6.21E-09,0.062113919
